Lokasi,Jam Login,Nama,Email,No Telp,Tahun Lahir,Merk HP,Digital Interest,Tipe Lokasi,Duration,Usia
Surabaya,22:00,Mahardika,mahardika9381@yahoo.com,8031276818,2014,Xiaomi,Sport,Home,113,10
Surabaya,23:00,Naufaldo,naufaldo1050@yahoo.com,8082271460,2005,Xiaomi,Sport,Home,104,19
Surabaya,0:00,Akew,akew2747@yahoo.com,8033908104,2007,Samsung,Food,Home,52,17
Surabaya,1:00,Khafi,khafi8028@gmail.com,8050836360,2003,iPhone,Fashion,Home,113,21
Surabaya,2:00,Dianda,dianda9112@gmail.com,8099797449,2011,Oppo,Education,Home,29,13
Surabaya,3:00,Dinar,dinar1336@gmail.com,8010116504,1995,Oppo,Education,Home,103,29
Surabaya,4:00,Curly,curly6055@gmail.com,8033116863,2010,Oppo,Fashion,Home,134,14
Surabaya,5:00,Caren,caren8497@yahoo.com,8051152843,1999,iPhone,Politic,Home,47,25
Jambi,6:00,Panda,panda5636@gmail.com,8031669030,2013,Samsung,Sport,Home,112,11
Jambi,7:00,Xius,xius4678@gmail.com,8099632313,1992,iPhone,Fashion,Home,52,32
Jambi,8:00,Nemed,nemed4330@gmail.com,8033378959,2012,Samsung,Politic,Home,30,12
Jambi,9:00,Nani,nani2978@gmail.com,8055936155,2014,Samsung,Fashion,Home,33,10
Jambi,10:00,Neni,neni1005@yahoo.com,8046025475,2007,Xiaomi,Food,Home,58,17
Jambi,11:00,Namo,namo2420@yahoo.com,8075399945,1997,Samsung,Fashion,Home,139,27
Jambi,12:00,Nemo,nemo3703@yahoo.com,8065345168,1993,Oppo,Food,Home,124,31
Jambi,13:00,Piuris,piuris6412@yahoo.com,8057190354,2005,iPhone,Sport,Home,113,19
Jambi,14:00,Qwinna,qwinna9473@yahoo.com,8093945245,2013,Oppo,Politic,Home,124,11
Jambi,15:00,Ranti,ranti8380@gmail.com,8072296551,1997,Samsung,Politic,Home,28,27
Yogyakarta,16:00,Zala,zala2437@gmail.com,8051054310,1990,Oppo,Food,Home,100,34
Yogyakarta,17:00,Zilong,zilong7037@gmail.com,8094021871,1992,Oppo,Food,Home,34,32
Yogyakarta,18:00,Fandersen,fandersen2839@yahoo.com,8060667256,2000,Xiaomi,Sport,Home,42,24
Yogyakarta,19:00,Axelsen,axelsen5647@yahoo.com,8056580388,1993,Xiaomi,Politic,Home,115,31
Yogyakarta,20:00,Jia,jia7780@yahoo.com,8098002632,2010,Xiaomi,Education,Home,74,14
Yogyakarta,21:00,Yifan,yifan7824@gmail.com,8017726100,1998,iPhone,Fashion,Home,48,26
Yogyakarta,22:00,Xue,xue5618@yahoo.com,8062447723,1997,Oppo,Food,Home,35,27
Yogyakarta,23:00,Yihan,yihan5610@gmail.com,8034551542,1990,Samsung,Food,Home,53,34
Yogyakarta,0:00,Shixian,shixian4920@yahoo.com,8021014411,1999,Oppo,Education,Home,32,25
Yogyakarta,1:00,Yunlei,yunlei3656@gmail.com,8054198809,1992,Xiaomi,Sport,Home,44,32
Yogyakarta,2:00,Tian,tian4812@gmail.com,8079657582,1995,iPhone,Sport,Home,136,29
Yogyakarta,3:00,Qing,qing5742@yahoo.com,8056409784,2015,Xiaomi,Politic,Home,87,9
Yogyakarta,4:00,Yixin,yixin4489@gmail.com,8044054089,2005,iPhone,Food,Home,63,19
Yogyakarta,5:00,Jinhua,jinhua9808@yahoo.com,8079260103,2003,Samsung,Sport,Home,147,21
Yogyakarta,6:00,Changa,changa3225@yahoo.com,8084759478,2006,iPhone,Sport,Home,36,18
Yogyakarta,7:00,Weikang,weikang3306@gmail.com,8042200714,2002,Xiaomi,Fashion,Home,40,22
Yogyakarta,8:00,Wonho,wonho1772@yahoo.com,8071572703,2012,Oppo,Education,Home,146,12
Yogyakarta,9:00,Yongjin,yongjin1152@gmail.com,8052569630,2000,iPhone,Sport,Home,102,24
Yogyakarta,10:00,Edward,edward3691@gmail.com,8094339191,2000,Xiaomi,Food,Home,116,24
Yogyakarta,11:00,Baired,baired6846@gmail.com,8076651406,1990,iPhone,Food,Home,71,34
Yogyakarta,12:00,Yummy,yummy7423@yahoo.com,8053506608,1992,Xiaomi,Food,Home,131,32
Yogyakarta,13:00,Matcha,matcha6599@gmail.com,8069529083,2008,Xiaomi,Sport,Home,107,16
Yogyakarta,14:00,Portal,portal5324@yahoo.com,8054626632,2014,Xiaomi,Sport,Home,86,10
Yogyakarta,15:00,Awny,awny1612@yahoo.com,8098991644,2009,Oppo,Politic,Home,134,15
Yogyakarta,16:00,Duo,duo3016@gmail.com,8036557668,1997,Oppo,Sport,Home,47,27
Yogyakarta,17:00,Fond,fond3886@gmail.com,8059808116,2011,Oppo,Food,Home,91,13
Yogyakarta,18:00,Earth,earth8914@yahoo.com,8057470318,2006,iPhone,Politic,Home,86,18
Yogyakarta,19:00,Merke,merke4608@yahoo.com,8042968895,2008,Oppo,Politic,Home,104,16
Yogyakarta,20:00,Zwits,zwits2940@gmail.com,8062632678,1996,iPhone,Politic,Home,40,28
Yogyakarta,21:00,Virana,virana3058@gmail.com,8098470248,1991,Oppo,Education,Home,113,33
Yogyakarta,22:00,Varun,varun2727@gmail.com,8019603792,1993,Samsung,Fashion,Home,98,31
Depok,23:00,Koure,koure8636@gmail.com,8091357862,2009,Samsung,Food,Home,77,15
Depok,0:00,Oman,oman4754@yahoo.com,8068737062,2005,Oppo,Food,Home,76,19
Depok,1:00,Oderan,oderan5014@yahoo.com,8029210868,1997,Oppo,Politic,Home,32,27
Depok,2:00,Idras,idras4874@yahoo.com,8029974700,2005,Xiaomi,Education,Home,118,19
Depok,3:00,Valent,valent8540@gmail.com,8091250399,2010,Samsung,Fashion,Home,89,14
Depok,4:00,Barnath,barnath6105@yahoo.com,8085805431,2008,Xiaomi,Education,Home,111,16
Depok,5:00,Pian,pian9399@gmail.com,8048227049,2009,Xiaomi,Sport,Home,64,15
Depok,6:00,Boiled,boiled7027@yahoo.com,8039334829,2005,iPhone,Food,Home,78,19
Depok,7:00,Antara,antara8737@gmail.com,8093591827,2003,iPhone,Fashion,Home,90,21
Depok,8:00,Antariksa,antariksa7816@yahoo.com,8051372117,2015,Xiaomi,Sport,Home,137,9
Depok,9:00,Bintang,bintang2381@gmail.com,8090165042,2011,Oppo,Fashion,Cafe,67,13
Depok,10:00,Bulan,bulan5679@gmail.com,8097117460,2009,Oppo,Politic,Cafe,77,15
Depok,11:00,Canter,canter8118@gmail.com,8064102511,1999,Samsung,Politic,Cafe,120,25
Depok,12:00,Wanna,wanna3947@gmail.com,8032232146,1993,Oppo,Food,Cafe,52,31
Depok,13:00,Sunghoon,sunghoon3350@gmail.com,8076297327,1999,Samsung,Fashion,Cafe,131,25
Aceh,14:00,Jungwoo,jungwoo9941@gmail.com,8063877106,2009,iPhone,Fashion,Cafe,93,15
Aceh,15:00,Joy,joy4711@yahoo.com,8020524020,1997,Samsung,Education,Cafe,140,27
Aceh,16:00,Ajoy,ajoy9238@yahoo.com,8098210724,2007,Samsung,Food,Cafe,86,17
Aceh,17:00,Joyce,joyce3943@gmail.com,8041561867,2002,Samsung,Politic,Cafe,106,22
Aceh,18:00,Van,van6711@yahoo.com,8059472601,2009,Xiaomi,Fashion,Cafe,116,15
Aceh,19:00,Vany,vany3292@gmail.com,8022691730,2002,iPhone,Food,Cafe,47,22
Bogor,20:00,Vinyl,vinyl6757@yahoo.com,8032549629,2011,Oppo,Fashion,Cafe,106,13
Bogor,21:00,Lauren,lauren6358@gmail.com,8079051999,1991,Xiaomi,Food,Cafe,61,33
Bogor,22:00,Rena,rena7230@gmail.com,8051515151,2011,iPhone,Fashion,Cafe,48,13
Bogor,23:00,Miyaura,miyaura4600@gmail.com,8062361268,2008,iPhone,Fashion,Office,36,16
Bogor,0:00,Ayako,ayako3653@yahoo.com,8049069619,2005,Oppo,Politic,Mall,36,19
Bogor,1:00,Matsutomo,matsutomo7350@yahoo.com,8078302843,1991,Samsung,Fashion,Mall,32,33
Bogor,2:00,Matsumoto,matsumoto6310@yahoo.com,8026020720,2000,Oppo,Fashion,Mall,114,24
Bogor,3:00,Misaki,misaki6479@gmail.com,8059770390,2004,Oppo,Politic,Mall,118,20
Bogor,4:00,Mayu,mayu4259@gmail.com,8082404334,1998,iPhone,Sport,Mall,49,26
Bogor,5:00,Yuki,yuki1272@gmail.com,8073802124,1991,Xiaomi,Food,Mall,149,33
Bogor,6:00,Fukushima,fukushima5572@yahoo.com,8020960145,1993,Samsung,Politic,Mall,46,31
Bogor,7:00,Sayaka,sayaka8753@gmail.com,8099161053,1992,Oppo,Education,Mall,125,32
Bogor,8:00,Hirota,hirota1274@gmail.com,8069820414,2007,iPhone,Food,Mall,117,17
Bogor,9:00,Christina,christina9516@yahoo.com,8036710702,1995,iPhone,Sport,Mall,73,29
Bogor,10:00,Pedersen,pedersen7530@yahoo.com,8053950414,1999,Samsung,Sport,Mall,107,25
Palembang,11:00,Seungjae,seungjae1741@gmail.com,8023536265,1999,Xiaomi,Education,Mall,114,25
Palembang,12:00,Dechapol,dechapol7697@yahoo.com,8058888873,2005,Oppo,Food,Mall,121,19
Palembang,13:00,Sapsiree,sapsiree4660@gmail.com,8053586057,2010,Oppo,Fashion,Mall,129,14
Palembang,14:00,Rinov,rinov2441@gmail.com,8085329862,1992,Oppo,Education,Mall,30,32
Palembang,15:00,Rivaldi,rivaldi9763@gmail.com,8012602973,1990,Xiaomi,Education,Mall,133,34
Palembang,16:00,Rehan,rehan3006@yahoo.com,8033577918,2001,Samsung,Politic,Office,48,23
Palembang,17:00,Mate,mate5006@yahoo.com,8098308054,2009,Oppo,Fashion,Office,89,15
Palembang,18:00,Tame,tame4046@yahoo.com,8092215076,1998,Oppo,Education,Office,66,26
Palembang,19:00,Timo,timo4144@yahoo.com,8069437099,2002,iPhone,Politic,Office,78,22
Papua,20:00,Timi,timi8687@yahoo.com,8099833383,2001,Oppo,Education,Office,46,23
Papua,21:00,Pana,pana3021@gmail.com,8071751079,2006,Samsung,Fashion,Office,99,18
Papua,22:00,Pani,pani8807@gmail.com,8057239662,1997,Samsung,Sport,Office,91,27
Papua,23:00,Pano,pano8451@gmail.com,8096728822,1993,Samsung,Sport,Office,96,31
Papua,0:00,Kaward,kaward7586@yahoo.com,8076796216,1994,Samsung,Education,Office,55,30
Papua,1:00,Sintesa,sintesa5572@yahoo.com,8034663538,2012,iPhone,Food,Office,99,12
Papua,2:00,Atesin,atesin9114@yahoo.com,8076229221,2007,Samsung,Education,Office,30,17
Papua,3:00,Bumder,bumder9014@yahoo.com,8051719027,2001,iPhone,Politic,Office,26,23
Papua,4:00,Valop,valop3040@yahoo.com,8025006295,2004,Samsung,Food,Office,52,20
Maluku,5:00,Pola,pola9097@gmail.com,8031258629,1998,Samsung,Education,Office,132,26
Maluku,6:00,Yups,yups4949@gmail.com,8070323160,1992,Samsung,Sport,Office,95,32
Maluku,7:00,Hums,hums9864@yahoo.com,8011624577,1990,Samsung,Food,Office,72,34
Maluku,8:00,Cams,cams7169@yahoo.com,8060849611,1997,Samsung,Food,Office,97,27
Maluku,9:00,Wall,wall1365@yahoo.com,8026025750,1990,Samsung,Sport,Office,79,34
Maluku,10:00,Lawren,lawren3650@gmail.com,8013843200,1991,Oppo,Politic,Office,123,33
Maluku,11:00,Olizse,olizse4439@gmail.com,8090566420,2014,Samsung,Education,Office,121,10
Maluku,12:00,Neslihan,neslihan8776@gmail.com,8030614681,1991,Oppo,Politic,Office,62,33
Maluku,13:00,Yigit,yigit9040@gmail.com,8099217535,2010,Xiaomi,Fashion,Office,88,14
Semarang,14:00,Wendy,wendy8411@gmail.com,8031532996,2012,iPhone,Politic,Office,95,12
Semarang,15:00,Taeyeon,taeyeon9447@yahoo.com,8084270858,1993,Oppo,Food,Office,45,31
Semarang,16:00,Sooyoung,sooyoung8854@gmail.com,8043713174,2007,Oppo,Education,Office,78,17
Semarang,17:00,Bandat,bandat9155@gmail.com,8013199072,1994,Xiaomi,Education,Office,25,30
Semarang,18:00,Zaza,zaza3615@yahoo.com,8075551855,2013,Xiaomi,Education,Office,141,11
Semarang,19:00,Zize,zize2717@yahoo.com,8071919199,1992,Oppo,Fashion,Office,55,32
Semarang,20:00,Arhan,arhan6479@gmail.com,8089294721,2015,Samsung,Food,Office,121,9
Semarang,21:00,Pratama,pratama4887@yahoo.com,8093806644,2000,iPhone,Fashion,Office,62,24
Semarang,22:00,Trikora,trikora8502@yahoo.com,8012978420,1993,Oppo,Education,Office,37,31
Semarang,23:00,Polina,polina2618@gmail.com,8069675545,2009,iPhone,Food,Office,57,15
Semarang,0:00,Bulkova,bulkova6905@yahoo.com,8078074066,2008,Xiaomi,Food,Office,120,16
Semarang,1:00,Andrean,andrean4146@gmail.com,8037961633,1991,Oppo,Food,Office,77,33
Cirebon,2:00,Maulida,maulida7605@gmail.com,8093193229,2015,Xiaomi,Food,Office,108,9
Cirebon,3:00,Nawang,nawang9234@gmail.com,8089462868,1998,Samsung,Sport,Office,64,26
Cirebon,4:00,Wulan,wulan4544@yahoo.com,8026137029,1999,Oppo,Sport,Office,31,25
Cirebon,5:00,Iam,iam4103@yahoo.com,8035313528,2008,Xiaomi,Politic,Office,94,16
Cirebon,6:00,Mainer,mainer6927@gmail.com,8091496544,1995,Xiaomi,Sport,Office,131,29
Cirebon,7:00,Drowny,drowny8712@gmail.com,8019908503,2000,Samsung,Food,Office,55,24
Cirebon,8:00,Peace,peace3222@gmail.com,8018127127,2011,Xiaomi,Food,Office,64,13
Cirebon,9:00,Jemima,jemima2769@gmail.com,8060193407,2013,Oppo,Education,Office,72,11
Cirebon,10:00,Astrid,astrid6086@gmail.com,8068147560,1993,Oppo,Politic,Office,117,31
Cirebon,11:00,Tiar,tiar1192@yahoo.com,8058815617,2007,Samsung,Politic,Office,144,17
Cirebon,12:00,Chocky,chocky7574@yahoo.com,8063434666,1990,Samsung,Education,Office,103,34
Cirebon,13:00,Sithoh,sithoh6376@gmail.com,8099210988,1992,Samsung,Education,Office,104,32
Cirebon,14:00,Hunderd,hunderd9538@gmail.com,8022351290,1990,Xiaomi,Sport,Office,29,34
Cirebon,15:00,Caza,caza7301@gmail.com,8094093368,1992,Oppo,Sport,Mall,139,32
Cirebon,16:00,Munaroh,munaroh7883@gmail.com,8059422058,2005,iPhone,Sport,Cafe,35,19
Jakarta,17:00,Ocit,ocit6027@yahoo.com,8066897684,1999,Xiaomi,Education,Cafe,118,25
Jakarta,18:00,Verrel,verrel7241@gmail.com,8031737038,2009,Oppo,Fashion,Office,145,15
Jakarta,19:00,Bramasta,bramasta8634@gmail.com,8056292540,1995,Samsung,Education,Office,125,29
Jakarta,20:00,Ramayana,ramayana3359@gmail.com,8065680676,2002,Oppo,Sport,Office,131,22
Jakarta,21:00,Samsudin,samsudin4789@yahoo.com,8066319658,2004,iPhone,Food,Home,84,20
Jakarta,22:00,Ayodya,ayodya4454@yahoo.com,8073067943,1994,Samsung,Education,Home,68,30
Jakarta,23:00,Kajol,kajol8263@yahoo.com,8072739303,1992,Oppo,Education,Home,107,32
Jakarta,0:00,JAYAA,jayaa9702@yahoo.com,8016378140,2005,Xiaomi,Food,Home,141,19
Jakarta,1:00,bachan,bachan8343@gmail.com,8040048962,1995,Xiaomi,Education,Home,29,29
Jakarta,2:00,gabriel,gabriel9607@gmail.com,8035662803,2014,Samsung,Politic,Home,76,10
Jakarta,3:00,Lonery,lonery8796@gmail.com,8048575525,1991,Oppo,Sport,Home,80,33
Jakarta,4:00,Yopi,yopi1369@gmail.com,8083705455,2001,Oppo,Politic,Home,46,23
Jakarta,5:00,Salim,salim5617@gmail.com,8045500142,2002,Xiaomi,Sport,Home,130,22
Jakarta,6:00,Khafi,khafi6879@gmail.com,8012872791,1996,iPhone,Sport,Home,74,28
Jakarta,7:00,Altafirano,altafirano5723@gmail.com,8040889037,2001,iPhone,Sport,Home,56,23
Jakarta,8:00,Ander,ander6783@yahoo.com,8067563946,1994,iPhone,Education,Home,85,30
Jakarta,9:00,Nguyen,nguyen3355@gmail.com,8092141229,2005,iPhone,Politic,Home,73,19
Jakarta,10:00,Guinn,guinn9461@gmail.com,8060282649,2009,iPhone,Politic,Home,74,15
Jakarta,11:00,Ignous,ignous9274@yahoo.com,8074244145,2004,iPhone,Food,Home,130,20
Jakarta,12:00,Cartelio,cartelio9845@yahoo.com,8092393928,2006,iPhone,Food,Home,102,18
Jakarta,13:00,Pomerat,pomerat7631@gmail.com,8034407994,2005,iPhone,Food,Home,135,19
Jakarta,14:00,Tamper,tamper4594@gmail.com,8014307646,2005,iPhone,Fashion,Home,81,19
Jakarta,15:00,Alfi,alfi7728@gmail.com,8034329807,1993,iPhone,Politic,Home,68,31
Jakarta,16:00,Jamal,jamal5930@yahoo.com,8051587083,1995,iPhone,Food,Home,112,29
Jakarta,17:00,Chenel,chenel7348@gmail.com,8068222610,2013,iPhone,Fashion,Home,133,11
Jakarta,18:00,Jaemin,jaemin5364@gmail.com,8022455542,1991,iPhone,Fashion,Home,36,33
Jakarta,19:00,Yuta,yuta1672@yahoo.com,8064624595,1994,iPhone,Fashion,Home,117,30
Jakarta,20:00,Watanabe,watanabe4545@gmail.com,8035720385,2001,iPhone,Education,Home,102,23
Jakarta,21:00,Arisa,arisa6325@gmail.com,8017564489,2005,iPhone,Politic,Home,39,19
Jakarta,22:00,Higashino,higashino4088@yahoo.com,8080464110,1995,iPhone,Food,Home,126,29
Jakarta,23:00,Apriani,apriani2500@yahoo.com,8052217966,2002,iPhone,Fashion,Home,41,22
Jakarta,0:00,Rahayu,rahayu6012@yahoo.com,8091266880,1993,iPhone,Fashion,Home,98,31
Jakarta,1:00,Fadia,fadia5799@gmail.com,8058512512,1993,iPhone,Education,Home,138,31
Jakarta,2:00,Silva,silva3873@yahoo.com,8039502724,2001,iPhone,Politic,Home,107,23
Jakarta,3:00,Silvi,silvi1137@yahoo.com,8080283801,2000,iPhone,Education,Home,50,24
Jakarta,4:00,Ramadhanti,ramadhanti7883@yahoo.com,8012232197,2011,iPhone,Politic,Home,88,13
Jakarta,5:00,Dawwen,dawwen6956@gmail.com,8040311558,1997,iPhone,Fashion,Home,101,27
Jakarta,6:00,Owen,owen2881@yahoo.com,8074006890,2014,iPhone,Education,Home,87,10
Bandar Lampung,7:00,Wena,wena5715@gmail.com,8052054251,2002,iPhone,Politic,Home,41,22
Bandar Lampung,8:00,Wina,wina2243@gmail.com,8052875231,2014,iPhone,Education,Home,111,10
Bandar Lampung,9:00,Anggraeni,anggraeni4530@gmail.com,8036507671,2012,iPhone,Education,Home,35,12
Bandar Lampung,10:00,Sazza,sazza6992@gmail.com,8065975216,1998,iPhone,Fashion,Home,41,26
Bandar Lampung,11:00,SZA,sza3149@gmail.com,8079257520,2012,Samsung,Fashion,Home,127,12
Bandar Lampung,12:00,Normani,normani2967@yahoo.com,8036150572,1997,iPhone,Education,Home,98,27
Bandar Lampung,13:00,Lizo,lizo4457@yahoo.com,8057304273,1993,Samsung,Fashion,Home,101,31
Bandar Lampung,14:00,Ellen,ellen5663@gmail.com,8031184467,1995,Xiaomi,Education,Home,111,29
Bekasi,15:00,Hellen,hellen2544@gmail.com,8049761779,2006,iPhone,Politic,Home,115,18
Bekasi,16:00,Charlotte,charlotte1031@yahoo.com,8047948783,1991,Oppo,Politic,Home,64,33
Bekasi,17:00,Diany,diany9414@gmail.com,8086669892,2008,Samsung,Sport,Home,78,16
Bekasi,18:00,Tawara,tawara4159@yahoo.com,8071312361,2009,iPhone,Food,Home,50,15
Bekasi,19:00,Wanderas,wanderas3116@gmail.com,8061783476,2010,Samsung,Fashion,Home,66,14
Bekasi,20:00,Sayend,sayend2022@yahoo.com,8050848833,1992,Xiaomi,Politic,Home,127,32
Bekasi,21:00,Faxerd,faxerd9103@gmail.com,8035748029,2011,Oppo,Sport,Home,121,13
Bekasi,22:00,Loudy,loudy2712@gmail.com,8050047642,1991,Xiaomi,Food,Home,112,33
Bekasi,23:00,Csumne,csumne1140@gmail.com,8095053861,1990,iPhone,Sport,Home,117,34
Bekasi,0:00,Spanger,spanger4865@gmail.com,8060845728,1996,Samsung,Food,Home,56,28
Bekasi,1:00,Novidah,novidah6209@gmail.com,8088065047,2007,Oppo,Sport,Home,91,17
Bekasi,2:00,Fate,fate6521@gmail.com,8014731412,2006,Xiaomi,Education,Home,70,18
Bekasi,3:00,Tajan,tajan9729@yahoo.com,8063734261,1990,iPhone,Food,Home,146,34
Bekasi,4:00,Boliya,boliya3807@gmail.com,8031373280,2003,Samsung,Education,Home,67,21
Bandung,5:00,Kalyani,kalyani2656@yahoo.com,8082167547,2007,Oppo,Education,Home,99,17
Bandung,6:00,Anandhi,anandhi7492@gmail.com,8034738469,1997,Xiaomi,Fashion,Home,100,27
Bandung,7:00,Jagdish,jagdish7816@gmail.com,8043447640,2000,Oppo,Fashion,Home,72,24
Bandung,8:00,Singh,singh8914@yahoo.com,8031349278,2002,Xiaomi,Fashion,Home,150,22
Bandung,9:00,Bairon,bairon4092@gmail.com,8052998977,1990,Oppo,Politic,Home,127,34
Bandung,10:00,Ashmita,ashmita8033@yahoo.com,8018321580,1999,Oppo,Food,Home,34,25
Bandung,11:00,Aswini,aswini2721@gmail.com,8051377475,2013,Xiaomi,Food,Home,107,11
Bandung,12:00,Hudo,hudo5493@gmail.com,8050226597,1992,Xiaomi,Education,Home,40,32
Bandung,13:00,Dome,dome5086@yahoo.com,8063343534,2004,iPhone,Sport,Home,82,20
Bandung,14:00,Mode,mode7225@yahoo.com,8018589970,2006,Xiaomi,Education,Home,124,18
Bandung,15:00,Lope,lope8954@gmail.com,8031974832,1997,iPhone,Food,Home,45,27
Bandung,16:00,Lupin,lupin1362@yahoo.com,8041971335,2003,Xiaomi,Education,Home,40,21
Bandung,17:00,Ponta,ponta5344@yahoo.com,8031118826,2010,Oppo,Education,Home,120,14
Bandung,18:00,Ponto,ponto7300@gmail.com,8066079350,2014,Samsung,Sport,Home,95,10
Bandung,19:00,Saurav,saurav3479@yahoo.com,8076310734,2004,Oppo,Politic,Home,85,20
Bandung,20:00,Gaurav,gaurav2567@yahoo.com,8079660612,1993,Samsung,Politic,Home,110,31
Bandung,21:00,Prabu,prabu2604@yahoo.com,8036861620,2000,Samsung,Food,Home,74,24
Bandung,22:00,Kiana,kiana9725@gmail.com,8040533022,1991,Xiaomi,Fashion,Home,41,33
Bandung,23:00,Kimona,kimona6883@yahoo.com,8059828383,2001,iPhone,Politic,Home,42,23
Bandung,0:00,Monader,monader6449@yahoo.com,8074340994,1990,Xiaomi,Education,Home,91,34
Bandung,1:00,Tuyal,tuyal9304@yahoo.com,8025727959,2000,Xiaomi,Food,Home,72,24
Bandung,2:00,Layana,layana4709@yahoo.com,8030286836,2009,Oppo,Sport,Home,125,15
Bandung,3:00,Opira,opira6708@yahoo.com,8075084397,1993,Xiaomi,Education,Home,150,31
Bandung,4:00,Pairon,pairon5835@gmail.com,8089734833,2006,iPhone,Sport,Home,47,18
Bandung,5:00,Mandavi,mandavi7525@yahoo.com,8062411038,2010,Oppo,Politic,Home,142,14
Bandung,6:00,Pilesh,pilesh4270@gmail.com,8065121468,1997,iPhone,Sport,Home,128,27
Bandung,7:00,Ardhina,ardhina4567@gmail.com,8068606245,2003,iPhone,Food,Home,140,21
Bandung,8:00,Lubis,lubis4495@yahoo.com,8048583980,2013,Samsung,Sport,Cafe,131,11
Bandung,9:00,Bunder,bunder4753@yahoo.com,8059580408,1996,Oppo,Sport,Cafe,81,28
Bandung,10:00,Lisana,lisana1599@yahoo.com,8014826569,2004,Oppo,Education,Cafe,137,20
Bandung,11:00,Henrer,henrer7896@yahoo.com,8093992977,1992,Samsung,Fashion,Cafe,47,32
Surabaya,12:00,Agung,agung4855@yahoo.com,8096502183,2011,Samsung,Education,Cafe,40,13
Surabaya,13:00,Gani,gani5516@gmail.com,8092765859,2006,Samsung,Food,Cafe,28,18
Surabaya,14:00,Aman,aman2923@yahoo.com,8080129374,2000,Samsung,Politic,Cafe,129,24
Surabaya,15:00,Muna,muna1182@gmail.com,8090312331,2011,iPhone,Education,Cafe,112,13
Surabaya,16:00,ManiV,maniv9220@gmail.com,8066455827,2002,iPhone,Sport,Cafe,48,22
Surabaya,17:00,Jantara,jantara3519@yahoo.com,8063131560,2007,Oppo,Sport,Cafe,97,17
Surabaya,18:00,Pond,pond4946@gmail.com,8017327690,2004,Xiaomi,Fashion,Cafe,103,20
Surabaya,19:00,Shaheer,shaheer2600@yahoo.com,8064137809,2014,Oppo,Education,Cafe,78,10
Surabaya,20:00,Vinrana,vinrana6762@gmail.com,8063594151,1993,Xiaomi,Fashion,Office,64,31
Surabaya,21:00,Bhagewe,bhagewe4251@yahoo.com,8093418431,1997,iPhone,Sport,Home,84,27
Surabaya,22:00,Suno,suno1319@gmail.com,8078559428,1999,Xiaomi,Education,Office,111,25
Surabaya,23:00,Suneo,suneo6703@yahoo.com,8094824482,2002,Oppo,Food,Office,83,22
Surabaya,0:00,Richard,richard8676@yahoo.com,8025317783,2013,Samsung,Sport,Office,100,11
Surabaya,1:00,Richardo,richardo8658@yahoo.com,8082527804,2002,Samsung,Fashion,Office,40,22
Surabaya,2:00,Melany,melany8867@gmail.com,8049964906,2010,Samsung,Fashion,Office,130,14
Surabaya,3:00,Trumb,trumb6785@gmail.com,8015055898,2003,Oppo,Politic,Office,96,21
Surabaya,4:00,Bunmmer,bunmmer3931@gmail.com,8026523997,2002,Xiaomi,Fashion,Office,143,22
Surabaya,5:00,Winata,winata8153@yahoo.com,8017012220,1993,Xiaomi,Politic,Office,134,31
Surabaya,6:00,Yomi,yomi6607@gmail.com,8075906390,2014,Oppo,Sport,Office,94,10
Surabaya,7:00,Bubu,bubu7344@yahoo.com,8054377162,2000,Xiaomi,Politic,Office,122,24
Surabaya,8:00,Pramestiady,pramestiady9707@yahoo.com,8075071573,1997,iPhone,Fashion,Office,109,27
Surabaya,9:00,Azzura,azzura1237@yahoo.com,8024307095,1997,Oppo,Sport,Office,33,27
Surabaya,10:00,Magdalena,magdalena2565@yahoo.com,8061087012,1992,iPhone,Politic,Office,25,32
Surabaya,11:00,Khairunisa,khairunisa9267@yahoo.com,8020642500,2008,Samsung,Education,Office,55,16
Surabaya,12:00,Windadarah,windadarah7923@yahoo.com,8026696978,2008,Xiaomi,Sport,Office,62,16
Surabaya,13:00,Gianti,gianti8702@yahoo.com,8044339764,2003,Samsung,Food,Office,58,21
Surabaya,14:00,Herlinawati,herlinawati6768@gmail.com,8014866491,1999,Xiaomi,Food,Office,25,25
Surabaya,15:00,Suadmaji,suadmaji8783@yahoo.com,8017840960,2005,Xiaomi,Politic,Office,139,19
Jakarta,16:00,Lafatah,lafatah9822@gmail.com,8016475327,1993,iPhone,Education,Home,117,31
Jakarta,17:00,Erviana,erviana4719@gmail.com,8086358379,2013,iPhone,Education,Home,57,11
Jakarta,18:00,Deta,deta1373@yahoo.com,8099146828,1994,iPhone,Politic,Home,46,30
Jakarta,19:00,Athiyah,athiyah6251@yahoo.com,8095061134,1994,iPhone,Food,Home,39,30
Jakarta,20:00,Norma,norma9362@gmail.com,8015964281,2014,iPhone,Education,Home,79,10
Jakarta,21:00,Heriyanto,heriyanto3138@gmail.com,8064270361,2013,iPhone,Food,Home,124,11
Jakarta,22:00,Hidayah,hidayah4831@yahoo.com,8019872468,2002,iPhone,Food,Home,107,22
Jakarta,23:00,Safitri,safitri2404@gmail.com,8056134766,2012,iPhone,Fashion,Home,126,12
Jakarta,0:00,Masyudha,masyudha9739@gmail.com,8024579155,1999,iPhone,Politic,Home,44,25
Jakarta,1:00,Purwaning,purwaning1421@gmail.com,8060506949,2012,iPhone,Sport,Home,130,12
Jakarta,2:00,Talitha,talitha3330@yahoo.com,8065563104,2000,iPhone,Fashion,Home,65,24
